,_id,kind,etag,id,snippet,check_dup
13,6075fe23a6ab47101c2989eb,youtube#searchResult,X8Z93S6cOHQOATObL8uUqZQPH58,"{'kind': 'youtube#video', 'videoId': 'uSZLI388e7A'}","{'publishedAt': '2015-10-29T15:12:41Z', 'channelId': 'UCxz5wa4HQ8vLfQvRDbXSfhg', 'title': 'กลับไม่ได้ ไปไม่ถึง - เบิร์ด ธงไชย 【 Cover By NOINAE 】( OFFICIAL AUDIO )', 'description': 'ศิลปิน : ธงไชย แมคอินไตย์ (เบิร์ด) คำร้อง : สีห์ ธาราสด ทำนอง : สุวัธชัย สุทธิรัตน์ เรียบเรียง : สุวัธชัย สุทธิร.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/uSZLI388e7A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uSZLI388e7A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uSZLI388e7A/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'NOINAE', 'liveBroadcastContent': 'none', 'publishTime': '2015-10-29T15:12:41Z'}",uSZLI388e7A
14,6075fe23a6ab47101c2989ec,youtube#searchResult,j24KYA6WK9Tq-TWj4hELZ4HOtuw,"{'kind': 'youtube#video', 'videoId': 'WvwlTBmJXqY'}","{'publishedAt': '2017-10-10T06:17:15Z', 'channelId': 'UClr_YfEd1-V79bTrZe7cqrw', 'title': 'พาชมห้อง 191 ล้าน! ของตึกมหานคร Ritz-Carlton Residences Bangkok (MahaNakhon King Power)', 'description': 'พาไปดูห้อง Sky Residence ขนาด 343 ตารางเมตร ราคา 191 ล้านบาท! ของ The Ritz-Carlton Residences Bangkok ซึ่งตั้งอยู่ที่ชั้น 58 ของตึก ""มหานคร"" ตึกที่ได้ชื่อว่า ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/WvwlTBmJXqY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WvwlTBmJXqY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WvwlTBmJXqY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'BoomTharis', 'liveBroadcastContent': 'none', 'publishTime': '2017-10-10T06:17:15Z'}",WvwlTBmJXqY
15,6075fe23a6ab47101c2989ed,youtube#searchResult,ZmyoTgrNtBZGc6vGh9Djiyzw3Uw,"{'kind': 'youtube#video', 'videoId': 'TfIU-0H7R_A'}","{'publishedAt': '2017-09-09T05:48:53Z', 'channelId': 'UCAjaT3QYbygK4vDAAulqy-g', 'title': 'Nos Pub อ้อมน้อย Party ชุดนอนไม่ได้นอน', 'description': 'เครดิต Nospub Video by ALERT ATNIGHT เป็นการโปรโมท ผับอย่าดร่าม่า.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/TfIU-0H7R_A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TfIU-0H7R_A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TfIU-0H7R_A/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'yung ying', 'liveBroadcastContent': 'none', 'publishTime': '2017-09-09T05:48:53Z'}",TfIU-0H7R_A
16,6075fe23a6ab47101c2989ee,youtube#searchResult,XFeE81Q44HoTBZwm6sZViTRd5J0,"{'kind': 'youtube#video', 'videoId': 'wld0tbU7wOQ'}","{'publishedAt': '2017-06-16T11:17:50Z', 'channelId': 'UCKek28lylyl_JHEIJp2GDQA', 'title': 'จัดฟันแบบใส กับ BIDC ดียังไง?', 'description': 'Bangkok International Dental Center (BIDC) The Dental Professionals www.BangkokDentalCenter.com contact@bangkokdentalcenter.com Tel : +66 (2) 692 ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/wld0tbU7wOQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wld0tbU7wOQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wld0tbU7wOQ/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'BIDC Dental Center', 'liveBroadcastContent': 'none', 'publishTime': '2017-06-16T11:17:50Z'}",wld0tbU7wOQ
17,6075fe23a6ab47101c2989ef,youtube#searchResult,E5UIHApAX1YuT_cyGdVJ1E8WUUg,"{'kind': 'youtube#video', 'videoId': 'ACj3EaxitYA'}","{'publishedAt': '2014-10-30T06:38:50Z', 'channelId': 'UClP-xnlOXNJ5Suyt4S6kb3A', 'title': 'ผ่าชันสูตรศพ สถาบันนิติเวชวิทยา รพ.ตร.', 'description': 'คลิปนี้เคยอัพฯ ขึ้นYoutube แล้ว เมื่อ ต.ค. 2556 แต่เป็นตอนๆ ละ 1-2 นาที คลิปโดนบีบอัดคุณภาพต่ำภาพไม่ค่อยคมชัด ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ACj3EaxitYA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ACj3EaxitYA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ACj3EaxitYA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'กมล แย้มอุทัย', 'liveBroadcastContent': 'none', 'publishTime': '2014-10-30T06:38:50Z'}",ACj3EaxitYA
18,6075fe23a6ab47101c2989f0,youtube#searchResult,kEXz81lQVymTUvJHSFrpX2xQd90,"{'kind': 'youtube#video', 'videoId': 'gpIvGvMYCDw'}","{'publishedAt': '2011-09-01T08:05:49Z', 'channelId': 'UCtfvmvkTg-wf5qfydNuk88A', 'title': 'ข้ารู้แน่(พระคริสต์ทรงพระชนม์) - JESUS RANGERS [Official MV]', 'description': 'สามารถติดตามผลงาน ได้ทาง https://www.facebook.com/JesusRangersProject?skip_nax_wizard=true โหลดเพลงนี้ ฟรีๆ ที่ ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/gpIvGvMYCDw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gpIvGvMYCDw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gpIvGvMYCDw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'JESUS RANGERS MUSIC', 'liveBroadcastContent': 'none', 'publishTime': '2011-09-01T08:05:49Z'}",gpIvGvMYCDw
19,6075fe23a6ab47101c2989f1,youtube#searchResult,tXdOIp3k-_DeMdX3GXWW2iQPSl0,"{'kind': 'youtube#video', 'videoId': '8tRZ_sK5lnc'}","{'publishedAt': '2018-02-25T05:06:08Z', 'channelId': 'UCvsmFDBfrodAa0ppK84U42A', 'title': 'เจอแบบนี้มีผวา…วินาทีหมอฟันตรวจคนไข้สาว หนอนแมลงไชเต็มปาก!', 'description': 'Call: 02-236-5299, 080-956-0797.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/8tRZ_sK5lnc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8tRZ_sK5lnc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8tRZ_sK5lnc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'จัดฟัน', 'liveBroadcastContent': 'none', 'publishTime': '2018-02-25T05:06:08Z'}",8tRZ_sK5lnc
20,6075fe23a6ab47101c2989f2,youtube#searchResult,Kyv8PNmpPJXtCgyljoD_w-Vp8wI,"{'kind': 'youtube#video', 'videoId': 'k6TumkbKzNk'}","{'publishedAt': '2016-12-17T14:35:55Z', 'channelId': 'UC2udFR9pOfzCbxxv3v8Y17w', 'title': 'ยางรถยนต์ ตัวเลขที่คุณควรรู้ก่อนเปลี่ยนยาง ???????', 'description': 'ยางรถยนต์ ตัวเลขที่คุณควรรู้ก่อนเปลี่ยนยาง ??????? ยางรถยนต์ยี่ห้อไหนดี ยางรถยนต์มิชลิน ไม่ว่าจะเป็นรถยนต์ใหม่2017 รถยนต์2016 รถยนต์มือสอง รถยนต์7ที่นั่ง ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/k6TumkbKzNk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/k6TumkbKzNk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/k6TumkbKzNk/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'aen alphalurefishing', 'liveBroadcastContent': 'none', 'publishTime': '2016-12-17T14:35:55Z'}",k6TumkbKzNk
21,6075fe23a6ab47101c2989f3,youtube#searchResult,-LxDTZXcUWH1-cV0FxSPiAgHFcI,"{'kind': 'youtube#video', 'videoId': 'HUdfu4CeYBc'}","{'publishedAt': '2017-04-13T02:33:54Z', 'channelId': 'UCbnZg6ak7qs601DHifli5-g', 'title': 'BRYAN KEARNEY ft. Plumb - All Over Again (Live at Transmission Bangkok 2017)', 'description': 'DONATE https://paypal.me/TransmissionFestival MERCHANDISE http://bit.ly/TMSHOP Join Transmission Prague 2021 ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/HUdfu4CeYBc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/HUdfu4CeYBc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/HUdfu4CeYBc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Transmission Festival', 'liveBroadcastContent': 'none', 'publishTime': '2017-04-13T02:33:54Z'}",HUdfu4CeYBc
22,6075fe23a6ab47101c2989f4,youtube#searchResult,yf3eKMs1w_o4FXLPToV31dBhCd0,"{'kind': 'youtube#video', 'videoId': '2oTGCzWmDcM'}","{'publishedAt': '2018-02-20T12:12:48Z', 'channelId': 'UClr_YfEd1-V79bTrZe7cqrw', 'title': 'ชิมสเต็กเนื้อ 3 แบบ อันไหนจะเทพสุด? | Flat Marble', 'description': 'ในคลิปผมพูดผิดนะฮะ ร้านอยู่พหลฯซอย 9 ซึ่งคือ อารีย์ซอย 4 ฝั่งเหนือ ส่วนอารีย์ซอย 9 ฝั่งเหนือ ไม่มี เอาตัวเลขมาปนกันมั่วหมด ขออภัยด้วยจ้า วันนี้พาไปทานเนื้อที่ร้าน Flat ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/2oTGCzWmDcM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2oTGCzWmDcM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2oTGCzWmDcM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'BoomTharis', 'liveBroadcastContent': 'none', 'publishTime': '2018-02-20T12:12:48Z'}",2oTGCzWmDcM
23,6075fe23a6ab47101c2989f5,youtube#searchResult,0lNTHpQ14L55hmdRx8qTN2_gZ34,"{'kind': 'youtube#video', 'videoId': 'iTAmq5Ig49g'}","{'publishedAt': '2017-04-22T07:06:39Z', 'channelId': 'UCInNES_Pi2bJKvZv_Q_3C7Q', 'title': 'KRK - บอกรัก [Official MV]', 'description': '#บอกรัก #เพลงเพราะๆ #เพลงดัง #KRK.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/iTAmq5Ig49g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iTAmq5Ig49g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iTAmq5Ig49g/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'KRK Channel', 'liveBroadcastContent': 'none', 'publishTime': '2017-04-22T07:06:39Z'}",iTAmq5Ig49g
24,6075fe23a6ab47101c2989f6,youtube#searchResult,6olImxOoX05Dk4SBdzQ9kkHgiMY,"{'kind': 'youtube#video', 'videoId': 'RmtVAT46oCI'}","{'publishedAt': '2018-04-19T03:39:35Z', 'channelId': 'UCuTTT_6JxuAtRdvF3BvVjdg', 'title': 'One Night Story เรื่องเดียวถ้วน [EP.01] &quot;บริษัทฮาไม่จำกัด&quot;', 'description': 'One Night Story เรื่องเดียวถ้วน [EP.01] ประเดิมตอนแรกด้วยเรื่องเศร้าแต่เล่าแล้วขำของ ""บริษัทฮาไม่จำกัด"" นำทีมฮาโดย บอล เชิญยิ้ม, โรเบิร์ต สายควัน และตั๊ก บริบูรณ์ #nanake ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/RmtVAT46oCI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RmtVAT46oCI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RmtVAT46oCI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'NANAKE555', 'liveBroadcastContent': 'none', 'publishTime': '2018-04-19T03:39:35Z'}",RmtVAT46oCI
